Year,Month,Source,Producto,Etiqueta,Tamaño,Color,Cajas,Kilos,Importe_Venta
2022,Febrero,bod,Tomate Saladete,ESTRELLA,MD,,72,0.0,0.0
2022,Febrero,bod,Tomate Saladete,RUDY,MD,,52,0.0,0.0
2022,Febrero,bod,Tomate Saladete,TERRA,MD,,2,0.0,0.0
2022,Febrero,bod,Tomate Saladete,TOMATOES ,MD,,20,0.0,0.0
2022,Febrero,bod,Tomate Saladete,CATALINA,SM,,50,0.0,0.0
2022,Febrero,bod,Tomate Saladete,RUDY,SM,,3,0.0,0.0
2022,Febrero,bod,Tomate Saladete,TOLIN,SM,,3,0.0,0.0
2022,Febrero,bod,Tomate Saladete,TORERO,SM,,1,0.0,0.0
2022,Febrero,bod,Tomate Saladete,ALFER,XL,,1,0.0,0.0
2022,Febrero,bod,Tomate Saladete,AZTECA,XL,,3,0.0,0.0
2022,Febrero,bod,Tomate Saladete,GALA,XL,,6,0.0,0.0
2022,Febrero,bod,Tomate Saladete,SANTI,XL,,20,0.0,0.0
2022,Febrero,bod,Tomate Saladete,TERRA,XL,,5,0.0,0.0
2022,Febrero,bod,Tomate Saladete,TORERO,XL,,5,0.0,0.0
2022,Febrero,bod,Tomate Saladete,AZTECA,XXL,,31,0.0,0.0
2022,Febrero,bod,Tomate Saladete,TERRA,XXL,,16,0.0,0.0
2022,Febrero,bod,Tomatillo,SIN ETIQUETA,SIN TAMAÑO,,160,5559.0,0.0
2022,Marzo,bod,Cebolla ,SIN ETIQUETA,JB MEX,,2,55.0,0.0
2022,Marzo,bod,Cebolla ,SIN ETIQUETA,LG MEX,,1,45.2,0.0
2022,Marzo,bod,Cebolla ,SIN ETIQUETA,LM MEX,,2,46.5,0.0
2022,Marzo,bod,Cebolla ,SIN ETIQUETA,PP SELEC,,1,55.5,0.0
2022,Marzo,bod,Cebolla Morada,SIN ETIQUETA,SIN TAMAÑO,,4,25.44,0.0
2022,Marzo,bod,Cebolla amarilla,SIN ETIQUETA,LM MEX,,1,29.0,0.0
2022,Marzo,bod,Jalapeño,SIN ETIQUETA,SIN TAMAÑO,,0,28.7,0.0
2022,Marzo,bod,Morron ,GENERICA,CHOICE,,5,0.0,0.0
2022,Marzo,bod,Morron ,BELL PEPPERS,XL,,5,0.0,0.0
2022,Marzo,bod,Tomate Bola,GENERICA,3 X 4,,1,0.0,0.0
2022,Marzo,bod,Tomate Bola,TOMATOES ,3 X 4,,6,0.0,0.0
2022,Marzo,bod,Tomate Bola,GENERICA,4 X 4,,225,0.0,0.0
2022,Marzo,bod,Tomate Bola,TOMATOES ,4 X 4,,16,0.0,0.0
2022,Marzo,bod,Tomate Bola,GENERICA,4 X 5,,54,0.0,0.0
2022,Marzo,bod,Tomate Bola,TOMATOES ,4 X 5,,2,0.0,0.0
2022,Marzo,bod,Tomate Bola,CAMPO REAL,5 X 5,,1,0.0,0.0
2022,Marzo,bod,Tomate Bola,GENERICA,5 X 5,,21,0.0,0.0
2022,Marzo,bod,Tomate Bola,GREEN LAND,5 X 5,COLOR 3,9,0.0,0.0
2022,Marzo,bod,Tomate Bola,TOMATOES ,5 X 5,,3,0.0,0.0
2022,Marzo,bod,Tomate Bola,GENERICA,5 X 6,,17,0.0,0.0
2022,Marzo,bod,Tomate Bola,TOMATOES ,5 X 6,,3,0.0,0.0
2022,Marzo,bod,Tomate Cherry,GENERICA,SIN TAMAÑO,,1,0.0,0.0
2022,Marzo,bod,Tomate Cherry,TOMATOES ,SIN TAMAÑO,,1,0.0,0.0
2022,Marzo,bod,Tomate Saladete,ALFER,LG,,9,0.0,0.0
2022,Marzo,bod,Tomate Saladete,BANDERILLAS,LG,,73,0.0,0.0
2022,Marzo,bod,Tomate Saladete,BIG TOM,LG,,8,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,LG,,4,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,LG,COLOR 3,102,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,LG,COLOR 4,160,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,LG,COLOR 5,160,0.0,0.0
2022,Marzo,bod,Tomate Saladete,NELLY S BEST,LG,,90,0.0,0.0
2022,Marzo,bod,Tomate Saladete,TERRA,LG,,2,0.0,0.0
2022,Marzo,bod,Tomate Saladete,BANDERILLAS,MD,,17,0.0,0.0
2022,Marzo,bod,Tomate Saladete,BIG TOM,MD,,8,0.0,0.0
2022,Marzo,bod,Tomate Saladete,CAMELU,MD,,5,0.0,0.0
2022,Marzo,bod,Tomate Saladete,CATALINA,MD,,14,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,MD,COLOR 4,54,0.0,0.0
2022,Marzo,bod,Tomate Saladete,INTERTOM,MD,,69,0.0,0.0
2022,Marzo,bod,Tomate Saladete,NELLY S BEST,MD,,16,0.0,0.0
2022,Marzo,bod,Tomate Saladete,PREMIER,MD,,2,0.0,0.0
2022,Marzo,bod,Tomate Saladete,RUDY,MD,,3,0.0,0.0
2022,Marzo,bod,Tomate Saladete,CAMELU,SM,,2,0.0,0.0
2022,Marzo,bod,Tomate Saladete,CATALINA,SM,,1,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,SM,,3,0.0,0.0
2022,Marzo,bod,Tomate Saladete,TOLIN,SM,,9,0.0,0.0
2022,Marzo,bod,Tomate Saladete,BANDERILLAS,XL,,200,0.0,0.0
2022,Marzo,bod,Tomate Saladete,BONITO,XL,,111,0.0,0.0
2022,Marzo,bod,Tomate Saladete,BONITO,XL,COLOR 1,145,0.0,0.0
2022,Marzo,bod,Tomate Saladete,CATALINA,XL,,5,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,XL,COLOR 3,27,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,XL,COLOR 4,157,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,XL,COLOR 5,480,0.0,0.0
2022,Marzo,bod,Tomate Saladete,GREEN LAND,XL,COLOR 3,3,0.0,0.0
2022,Marzo,bod,Tomate Saladete,ISABEL,XL,,1,0.0,0.0
2022,Marzo,bod,Tomate Saladete,NOVILLO,XL,,10,0.0,0.0
2022,Marzo,bod,Tomate Saladete,SELECTO,XL,,1,0.0,0.0
2022,Marzo,bod,Tomate Saladete,TERRA,XL,,36,0.0,0.0
2022,Marzo,bod,Tomate Saladete,TORERO,XL,,152,0.0,0.0
2022,Marzo,bod,Tomate Saladete,VIKINGO,XL,,40,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,XXL,COLOR 4,160,0.0,0.0
2022,Marzo,bod,Tomate Saladete,FRESH VEGETALES,XXL,COLOR 5,160,0.0,0.0
2022,Marzo,bod,Tomate Saladete,ISABEL,XXL,,34,0.0,0.0
2022,Marzo,bod,Tomate Saladete,SAN JOSE,XXL,COLOR 4,37,0.0,0.0
2022,Marzo,bod,Tomate Saladete,TERRA,XXL,,82,0.0,0.0
2022,Marzo,bod,Tomate Saladete,TOLIN,XXL,,18,0.0,0.0
2022,Marzo,bod,Tomate Saladete,TRIPLE H,XXL,,2,0.0,0.0
2022,Marzo,bod,Tomatillo,SIN ETIQUETA,SIN TAMAÑO,,0,12.0,0.0
2022,Abril,bod,Cebolla ,SIN ETIQUETA,JB MEX,,0,20.0,0.0
2022,Abril,bod,Cebolla ,SIN ETIQUETA,LG MEX,,5,42.94,0.0
2022,Abril,bod,Cebolla ,SIN ETIQUETA,LG SEL,,1,15.0,0.0
2022,Abril,bod,Cebolla ,SIN ETIQUETA,LM MEX,,0,35.5,0.0
2022,Abril,bod,Cebolla ,SIN ETIQUETA,PP SELEC,,0,8.0,0.0
2022,Abril,bod,Cebolla Morada,SIN ETIQUETA,SIN TAMAÑO,,0,14.2,0.0
2022,Abril,bod,Cebolla amarilla,SIN ETIQUETA,SIN TAMAÑO,,1,42.0,0.0
2022,Abril,bod,Mini peper blocky,GENERICA,SIN TAMAÑO,,13,0.0,0.0
2022,Abril,bod,Mini pepper blocky rojo,GENERICA,SIN TAMAÑO,,3,0.0,0.0
2022,Abril,bod,Morron ,CIRIA,SM,,2,0.0,0.0
2022,Abril,bod,Morron Rojo,SIN ETIQUETA,MD,,124,0.0,0.0
2022,Abril,bod,Pepino,CIRIA,PLAIN,,15,0.0,0.0
2022,Abril,bod,Poblano,PLASTICO,SIN TAMAÑO,,17,6.5,0.0
2022,Abril,bod,Tomate Bola,GENERICA,3 X 4,,7,0.0,0.0
2022,Abril,bod,Tomate Bola,TOMATOES ,3 X 4,,10,0.0,0.0
2022,Abril,bod,Tomate Bola,BIG TOM,4 X 4,,5,0.0,0.0
2022,Abril,bod,Tomate Bola,GENERICA,4 X 4,,474,0.0,0.0
2022,Abril,bod,Tomate Bola,TOMATOES ,4 X 4,,163,0.0,0.0
2022,Abril,bod,Tomate Bola,BIG TOM,4 X 5,,86,0.0,0.0
2022,Abril,bod,Tomate Bola,GENERICA,4 X 5,,42,0.0,0.0
2022,Abril,bod,Tomate Bola,TOMATOES ,4 X 5,,4,0.0,0.0
2022,Abril,bod,Tomate Bola,BIG TOM,5 X 5,,4,0.0,0.0
2022,Abril,bod,Tomate Bola,CAMPO REAL,5 X 5,,13,0.0,0.0
2022,Abril,bod,Tomate Bola,GENERICA,5 X 5,,61,0.0,0.0
2022,Abril,bod,Tomate Bola,TOMATOES ,5 X 5,,5,0.0,0.0
2022,Abril,bod,Tomate Bola,GENERICA,5 X 6,,83,0.0,0.0
2022,Abril,bod,Tomate Bola,BIG TOM,6 X 6,,43,0.0,0.0
2022,Abril,bod,Tomate Saladete,AMOS,LG,,73,0.0,0.0
2022,Abril,bod,Tomate Saladete,BIG TOM,LG,,162,0.0,0.0
2022,Abril,bod,Tomate Saladete,CACHU,LG,COLOR 3,74,0.0,0.0
2022,Abril,bod,Tomate Saladete,FRESH TOMATOES,LG,,1,0.0,0.0
2022,Abril,bod,Tomate Saladete,GALA,LG,,80,0.0,0.0
2022,Abril,bod,Tomate Saladete,GENERICA,LG,,171,0.0,0.0
2022,Abril,bod,Tomate Saladete,GRECO,LG,,18,0.0,0.0
2022,Abril,bod,Tomate Saladete,LA FLOR,LG,,1,0.0,0.0
2022,Abril,bod,Tomate Saladete,PENINSULA,LG,,1,0.0,0.0
2022,Abril,bod,Tomate Saladete,SANTI,LG,,84,0.0,0.0
2022,Abril,bod,Tomate Saladete,3HS,MD,,2,0.0,0.0
2022,Abril,bod,Tomate Saladete,BIG TOM,MD,,259,0.0,0.0
2022,Abril,bod,Tomate Saladete,GALA,MD,,1,0.0,0.0
2022,Abril,bod,Tomate Saladete,ORO ROJIZO,MD,,94,0.0,0.0
2022,Abril,bod,Tomate Saladete,PENINSULA,MD,,2,0.0,0.0
2022,Abril,bod,Tomate Saladete,SANTI,MD,,1,0.0,0.0
2022,Abril,bod,Tomate Saladete,VICTORIA,MD,,36,0.0,0.0
2022,Abril,bod,Tomate Saladete,ZORRILLO,MD,,57,0.0,0.0
2022,Abril,bod,Tomate Saladete,CATALINA,SM,,26,0.0,0.0
2022,Abril,bod,Tomate Saladete,AMOS,XL,,61,0.0,0.0
2022,Abril,bod,Tomate Saladete,BIG TOM,XL,,51,0.0,0.0
2022,Abril,bod,Tomate Saladete,FRESH TOMATOES,XL,,107,0.0,0.0
2022,Abril,bod,Tomate Saladete,GALA,XL,,1,0.0,0.0
2022,Abril,bod,Tomate Saladete,GLORIA,XL,,78,0.0,0.0
2022,Abril,bod,Tomate Saladete,GRECO,XL,,71,0.0,0.0
2022,Abril,bod,Tomate Saladete,LA FLOR,XL,,2,0.0,0.0
2022,Abril,bod,Tomate Saladete,MAYTE,XL,,55,0.0,0.0
2022,Abril,bod,Tomate Saladete,PENINSULA,XL,,45,0.0,0.0
2022,Abril,bod,Tomate Saladete,SANTI,XL,,116,0.0,0.0
2022,Abril,bod,Tomate Saladete,AMOS,XXL,,123,0.0,0.0
2022,Abril,bod,Tomate Saladete,BIG TOM,XXL,,55,0.0,0.0
2022,Abril,bod,Tomate Saladete,LA FLOR,XXL,,2,0.0,0.0
2022,Abril,bod,Tomate Saladete,PENINSULA,XXL,,15,0.0,0.0
2022,Abril,bod,Tomate Saladete,TRIPLE H,XXL,,1,0.0,0.0
2022,Abril,bod,Tomate Saladete,VICTORIA,XXL,,33,0.0,0.0
2022,Mayo,bod,Berenjena,KINGDOM FRESH,SIN TAMAÑO,,2,0.0,0.0
2022,Mayo,bod,Cebolla ,SIN ETIQUETA,2 DA,,12,7.5,0.0
2022,Mayo,bod,Cebolla ,SIN ETIQUETA,JB MEX,,0,29.0,0.0
2022,Mayo,bod,Cebolla ,SIN ETIQUETA,LG MEX,,0,23.4,0.0
2022,Mayo,bod,Cebolla ,SIN ETIQUETA,LM MEX,,15,706.5,0.0
2022,Mayo,bod,Cebolla ,SIN ETIQUETA,PP SELEC,,1,105.8,0.0
2022,Mayo,bod,Cebolla Morada,SIN ETIQUETA,SIN TAMAÑO,,2,57.0,0.0
2022,Mayo,bod,Mini peper blocky,GENERICA,SIN TAMAÑO,,11,0.0,0.0
2022,Mayo,bod,Mini pepper blocky rojo,GENERICA,SIN TAMAÑO,,3,0.0,0.0
2022,Mayo,bod,Morron ,INTERTOM,HOSCO,,60,0.0,0.0
2022,Mayo,bod,Morron ,CIRIA,MD,,59,0.0,0.0
2022,Mayo,bod,Morron ,CIRIA,SM,,14,0.0,0.0
2022,Mayo,bod,Morron ,GENERICA,SM,,19,0.0,0.0
2022,Mayo,bod,Morron ,INTERTOM,SM,,8,0.0,0.0
2022,Mayo,bod,Morron ,OLYMPO,SM,,9,0.0,0.0
2022,Mayo,bod,Morron ,GENERICA,XL,,1,0.0,0.0
2022,Mayo,bod,Morron ,CIRIA,XXL,,68,0.0,0.0
2022,Mayo,bod,Morron Rojo,VEGETALES,MD,,50,0.0,0.0
2022,Mayo,bod,Morron Verde,EXCELLENT,MD,,24,0.0,0.0
2022,Mayo,bod,Pepino,CUCUMBERS,PLAIN,,48,0.0,0.0
2022,Mayo,bod,Pepino,GENERICA,PLAIN,,43,0.0,0.0
2022,Mayo,bod,Pepino,GRUZHER,PLAIN,,1,0.0,0.0
2022,Mayo,bod,Poblano,PLASTICO,SIN TAMAÑO,,0,7.0,0.0
2022,Mayo,bod,Serrano,SIN ETIQUETA,SIN TAMAÑO,,2,10.8,0.0
2022,Mayo,bod,Tomate Bola,GENERICA,3 X 4,,12,0.0,0.0
2022,Mayo,bod,Tomate Bola,GENERICA,4 X 4,,533,0.0,0.0
2022,Mayo,bod,Tomate Bola,GREEN LAND,4 X 4,3.5,24,0.0,0.0
2022,Mayo,bod,Tomate Bola,GREEN LAND,4 X 4,COLOR 4,5,0.0,0.0
2022,Mayo,bod,Tomate Bola,TOMATOES ,4 X 4,,60,0.0,0.0
2022,Mayo,bod,Tomate Bola,FRESH TOMATOES,4 X 5,,4,0.0,0.0
2022,Mayo,bod,Tomate Bola,GENERICA,4 X 5,,239,0.0,0.0
2022,Mayo,bod,Tomate Bola,GREAT FARM,4 X 5,3.5,23,0.0,0.0
2022,Mayo,bod,Tomate Bola,GREAT FARM,4 X 5,COLOR 4,14,0.0,0.0
2022,Mayo,bod,Tomate Bola,GREEN LAND,4 X 5,3.5,18,0.0,0.0
2022,Mayo,bod,Tomate Bola,GREEN LAND,4 X 5,COLOR 4,3,0.0,0.0
2022,Mayo,bod,Tomate Bola,TOMATOES ,4 X 5,,15,0.0,0.0
2022,Mayo,bod,Tomate Bola,CALAVO,5 X 5,,3,0.0,0.0
2022,Mayo,bod,Tomate Bola,GENERICA,5 X 5,,199,0.0,0.0
2022,Mayo,bod,Tomate Bola,TOMATOES ,5 X 5,,2,0.0,0.0
2022,Mayo,bod,Tomate Bola,GENERICA,5 X 6,,130,0.0,0.0
2022,Mayo,bod,Tomate Bola,GREEN LAND,5 X 6,COLOR 4,219,0.0,0.0
2022,Mayo,bod,Tomate Bola,TOMATOES ,5 X 6,,8,0.0,0.0
2022,Mayo,bod,Tomate Bola,CALAVO,6 X 6,,50,0.0,0.0
2022,Mayo,bod,Tomate Bola,GREEN LAND,6 X 6,COLOR 4,11,0.0,0.0
2022,Mayo,bod,Tomate Bola,YAMETO,6 X 6,,19,0.0,0.0
2022,Mayo,bod,Tomate Bola,CAMELU,6 X 7,,59,0.0,0.0
2022,Mayo,bod,Tomate Cherry,SIN ETIQUETA,SIN TAMAÑO,,1,0.0,0.0
2022,Mayo,bod,Tomate Saladete,BIG TOM,LG,,144,0.0,0.0
2022,Mayo,bod,Tomate Saladete,CALAVO,LG,,2,0.0,0.0
2022,Mayo,bod,Tomate Saladete,GALA,LG,,29,0.0,0.0
2022,Mayo,bod,Tomate Saladete,GRECO,LG,,47,0.0,0.0
2022,Mayo,bod,Tomate Saladete,LA FLOR,LG,,10,0.0,0.0
2022,Mayo,bod,Tomate Saladete,SANTI,LG,,153,0.0,0.0
2022,Mayo,bod,Tomate Saladete,TOLIN,LG,,62,0.0,0.0
2022,Mayo,bod,Tomate Saladete,BIG TOM,MD,,37,0.0,0.0
2022,Mayo,bod,Tomate Saladete,CAMELU,MD,,39,0.0,0.0
2022,Mayo,bod,Tomate Saladete,EL SILLAR,MD,,61,0.0,0.0
2022,Mayo,bod,Tomate Saladete,FRESH TOMATOES,MD,,84,0.0,0.0
2022,Mayo,bod,Tomate Saladete,GALA,MD,,11,0.0,0.0
2022,Mayo,bod,Tomate Saladete,GREAT FARM,MD,COLOR 4,2,0.0,0.0
2022,Mayo,bod,Tomate Saladete,GRECO,MD,,10,0.0,0.0
2022,Mayo,bod,Tomate Saladete,LA FLOR,MD,,45,0.0,0.0
2022,Mayo,bod,Tomate Saladete,PACIFIC,MD,,11,0.0,0.0
2022,Mayo,bod,Tomate Saladete,RENACER,MD,COLOR 4,1,0.0,0.0
2022,Mayo,bod,Tomate Saladete,SANTI,MD,,10,0.0,0.0
2022,Mayo,bod,Tomate Saladete,YAMETO,MD,,51,0.0,0.0
2022,Mayo,bod,Tomate Saladete,BIG TOM,SM,,203,0.0,0.0
2022,Mayo,bod,Tomate Saladete,EL SILLAR,SM,,28,0.0,0.0
2022,Mayo,bod,Tomate Saladete,EXCELLENT,SM,,1,0.0,0.0
2022,Mayo,bod,Tomate Saladete,FRESH TOMATOES,SM,,108,0.0,0.0
2022,Mayo,bod,Tomate Saladete,FRESH VEGETALES,SM,,27,0.0,0.0
2022,Mayo,bod,Tomate Saladete,FULGOR,SM,,2,0.0,0.0
2022,Mayo,bod,Tomate Saladete,GREAT FARM,SM,COLOR 4,1,0.0,0.0
2022,Mayo,bod,Tomate Saladete,PACIFIC,SM,,43,0.0,0.0
2022,Mayo,bod,Tomate Saladete,TWO-GO,SM,,2,0.0,0.0
2022,Mayo,bod,Tomate Saladete,BIG TOM,XL,,2,0.0,0.0
2022,Mayo,bod,Tomate Saladete,BJ,XL,,54,0.0,0.0
2022,Mayo,bod,Tomate Saladete,CAMELU,XL,,10,0.0,0.0
2022,Mayo,bod,Tomate Saladete,PACIFIC,XL,,8,0.0,0.0
2022,Mayo,bod,Tomate Saladete,TRIPLE H,XL,,171,0.0,0.0
2022,Mayo,bod,Tomate Saladete,BIG TOM,XXL,,7,0.0,0.0
2022,Mayo,bod,Tomate Saladete,TRIPLE H,XXL,,174,0.0,0.0
2022,Mayo,bod,Tomate Saladete,VICTORIA,XXL,,3,0.0,0.0
2022,Junio,bod,Cebolla ,SIN ETIQUETA,2 DA,,60,331.9,0.0
2022,Junio,bod,Cebolla ,SIN ETIQUETA,JB MEX,,1,21.7,0.0
2022,Junio,bod,Cebolla ,SIN ETIQUETA,LG MEX,,0,104.5,0.0
2022,Junio,bod,Cebolla ,SIN ETIQUETA,LM MEX,,1,85.3,0.0
2022,Junio,bod,Cebolla ,SIN ETIQUETA,PP SELEC,,0,18.0,0.0
2022,Junio,bod,Cebolla Morada,SIN ETIQUETA,SIN TAMAÑO,,0,15.4,0.0
2022,Junio,bod,Jalapeño,CHOCOLATE,SIN TAMAÑO,,0,14.5,0.0
2022,Junio,bod,Jalapeño,SIN ETIQUETA,SIN TAMAÑO,,74,1111.9,0.0
2022,Junio,bod,Morron ,BELL PEPPERS,CHOPER MD,,2,0.0,0.0
2022,Junio,bod,Morron ,INTERTOM,HOSCO,,2,0.0,0.0
2022,Junio,bod,Morron ,VEGETALES,PAPEL,,2,0.0,0.0
2022,Junio,bod,Morron ,BELL PEPPERS,XL,,1,0.0,0.0
2022,Junio,bod,Pepino,KF,LG,,1,0.0,0.0
2022,Junio,bod,Pepino,GRUZHER,PLAIN,,4,0.0,0.0
2022,Junio,bod,Pepino,KF,PLAIN,,74,0.0,0.0
2022,Junio,bod,Serrano,SIN ETIQUETA,SIN TAMAÑO,,1,52.0,0.0
2022,Junio,bod,Tomate Bola,BIG TOM,3 X 4,,162,0.0,0.0
2022,Junio,bod,Tomate Bola,GENERICA,4 X 4,,3,0.0,0.0
2022,Junio,bod,Tomate Bola,GREEN LAND,4 X 4,COLOR 4,31,0.0,0.0
2022,Junio,bod,Tomate Bola,SHOW CASE,4 X 4,,2,0.0,0.0
2022,Junio,bod,Tomate Bola,BIG TOM,4 X 5,,4,0.0,0.0
2022,Junio,bod,Tomate Bola,FRESH TOMATOES,4 X 5,,31,0.0,0.0
2022,Junio,bod,Tomate Bola,GENERICA,4 X 5,,146,0.0,0.0
2022,Junio,bod,Tomate Bola,GREAT FARM,4 X 5,COLOR 4,2,0.0,0.0
2022,Junio,bod,Tomate Bola,GREEN LAND,4 X 5,COLOR 4,68,0.0,0.0
2022,Junio,bod,Tomate Bola,AGRODESERT,5 X 5,,1,0.0,0.0
2022,Junio,bod,Tomate Bola,GREAT FARM,5 X 5,COLOR 4,6,0.0,0.0
2022,Junio,bod,Tomate Bola,GREEN LAND,5 X 5,3.5,1,0.0,0.0
2022,Junio,bod,Tomate Bola,GREEN LAND,5 X 5,COLOR 4,60,0.0,0.0
2022,Junio,bod,Tomate Bola,TOMATOES ,5 X 5,,16,0.0,0.0
2022,Junio,bod,Tomate Bola,GREAT FARM,5 X 6,COLOR 4,4,0.0,0.0
2022,Junio,bod,Tomate Bola,GREEN LAND,5 X 6,COLOR 4,112,0.0,0.0
2022,Junio,bod,Tomate Bola,BIG TOM,6 X 6,,24,0.0,0.0
2022,Junio,bod,Tomate Bola,GREEN LAND,6 X 6,3.5,101,0.0,0.0
2022,Junio,bod,Tomate Bola,GREEN LAND,6 X 6,COLOR 4,88,0.0,0.0
2022,Junio,bod,Tomate Bola,GREAT FARM,6 X 7,3.5,5,0.0,0.0
2022,Junio,bod,Tomate Bola,GREAT FARM,6 X 7,COLOR 4,2,0.0,0.0
2022,Junio,bod,Tomate Bola,KF,6 X 7,COLOR 4,176,0.0,0.0
2022,Junio,bod,Tomate Saladete,376,LG,COLOR 3,21,0.0,0.0
2022,Junio,bod,Tomate Saladete,BIG TOM,LG,,114,0.0,0.0
2022,Junio,bod,Tomate Saladete,CALAVO,LG,,3,0.0,0.0
2022,Junio,bod,Tomate Saladete,CARRIZAL,LG,,1,0.0,0.0
2022,Junio,bod,Tomate Saladete,GABO,LG,COLOR 2,7,0.0,0.0
2022,Junio,bod,Tomate Saladete,GENERICA,LG,,9,0.0,0.0
2022,Junio,bod,Tomate Saladete,HIDALGO,LG,COLOR 3,2,0.0,0.0
2022,Junio,bod,Tomate Saladete,KF,LG,COLOR 2,2,0.0,0.0
2022,Junio,bod,Tomate Saladete,KING PRODUCE,LG,COLOR 2,68,0.0,0.0
2022,Junio,bod,Tomate Saladete,KING PRODUCE,LG,COLOR 5,42,0.0,0.0
2022,Junio,bod,Tomate Saladete,SAN FERNANDO,LG,COLOR 4,185,0.0,0.0
2022,Junio,bod,Tomate Saladete,SAN FERNANDO,LG,COLOR 5,43,0.0,0.0
2022,Junio,bod,Tomate Saladete,CARRIZAL,MD,,43,0.0,0.0
2022,Junio,bod,Tomate Saladete,CHICURAL,MD,,4,0.0,0.0
2022,Junio,bod,Tomate Saladete,FRESH 2U,MD,,5,0.0,0.0
2022,Junio,bod,Tomate Saladete,GABO,MD,COLOR 3,2,0.0,0.0
2022,Junio,bod,Tomate Saladete,GABO,MD,COLOR 4,15,0.0,0.0
2022,Junio,bod,Tomate Saladete,GABO,MD,COLOR 5,5,0.0,0.0
2022,Junio,bod,Tomate Saladete,HIDALGO,MD,COLOR 3,7,0.0,0.0
2022,Junio,bod,Tomate Saladete,INTERTOM,MD,,8,0.0,0.0
2022,Junio,bod,Tomate Saladete,KING PRODUCE,MD,COLOR 4,18,0.0,0.0
2022,Junio,bod,Tomate Saladete,MILENIO,MD,,6,0.0,0.0
2022,Junio,bod,Tomate Saladete,RENACER,MD,,15,0.0,0.0
2022,Junio,bod,Tomate Saladete,SAN FERNANDO,MD,COLOR 5,75,0.0,0.0
2022,Junio,bod,Tomate Saladete,TOMATOES ,MD,,3,0.0,0.0
2022,Junio,bod,Tomate Saladete,ATARDECER,SM,COLOR 3,103,0.0,0.0
2022,Junio,bod,Tomate Saladete,BIG TOM,SM,,36,0.0,0.0
2022,Junio,bod,Tomate Saladete,EL SILLAR,SM,,661,0.0,0.0
2022,Junio,bod,Tomate Saladete,EXCELLENT,SM,,315,0.0,0.0
2022,Junio,bod,Tomate Saladete,GREAT FARM,SM,COLOR 4,59,0.0,0.0
2022,Junio,bod,Tomate Saladete,INTERTOM,SM,,4,0.0,0.0
2022,Junio,bod,Tomate Saladete,RENACER,SM,,21,0.0,0.0
2022,Junio,bod,Tomate Saladete,SIR HENRY,SM,,1,0.0,0.0
2022,Junio,bod,Tomate Saladete,TOLIN,SM,,113,0.0,0.0
2022,Junio,bod,Tomate Saladete,BJ,XL,,62,0.0,0.0
2022,Junio,bod,Tomate Saladete,CAMELU,XL,,15,0.0,0.0
2022,Junio,bod,Tomate Saladete,CHICURAL,XL,,3,0.0,0.0
2022,Junio,bod,Tomate Saladete,GABO,XL,COLOR 4,2,0.0,0.0
2022,Junio,bod,Tomate Saladete,GENERICA,XL,,560,0.0,0.0
2022,Junio,bod,Tomate Saladete,GREAT FARM,XL,COLOR 4,1,0.0,0.0
2022,Junio,bod,Tomate Saladete,KING PRODUCE,XL,COLOR 2,6,0.0,0.0
2022,Junio,bod,Tomate Saladete,MILENIO,XL,,14,0.0,0.0
2022,Junio,bod,Tomate Saladete,SAN FERNANDO,XL,COLOR 5,232,0.0,0.0
2022,Junio,bod,Tomate Saladete,TOMATOES ,XL,,15,0.0,0.0
2022,Junio,bod,Tomate Saladete,BIG TOM,XXL,,31,0.0,0.0
2022,Junio,bod,Tomate Saladete,CAMELU,XXL,,21,0.0,0.0
2022,Junio,bod,Tomate Saladete,SAN FERNANDO,XXL,COLOR 5,90,0.0,0.0
2022,Junio,bod,Tomate Saladete,TOMATOES ,XXL,,1,0.0,0.0
2022,Julio,bod,Cebolla ,SIN ETIQUETA,JB MEX,,4,29.42,0.0
2022,Julio,bod,Cebolla ,SIN ETIQUETA,LG MEX,,1,29.7,0.0
2022,Julio,bod,Cebolla ,SIN ETIQUETA,LM MEX,,3,174.13,0.0
2022,Julio,bod,Jalapeño,SIN ETIQUETA,SIN TAMAÑO,,1,85.0,0.0
2022,Julio,bod,Morron ,PLASTICO,CHOICE,,1,0.0,0.0
2022,Julio,bod,Morron ,SIN ETIQUETA,CHOICE,,3,0.0,0.0
2022,Julio,bod,Morron ,PLASTICO,HOSCO,,1,0.0,0.0
2022,Julio,bod,Morron ,VEGETALES,SSM,,1,0.0,0.0
2022,Julio,bod,Morron ,GENERICA,XL,,3,0.0,0.0
2022,Julio,bod,Morron ,VEGETALES,XL,,3,0.0,0.0
